# t      x1       y1       x2       y2       x3       y3      
82.365   -1.046   -0.086   0.922    -0.094   0.124    0.180   


82.396   -1.040   -0.070   0.940    -0.078   0.100    0.148   


82.429   -1.033   -0.053   0.957    -0.061   0.076    0.114   


82.465   -1.025   -0.034   0.974    -0.043   0.051    0.077   


82.504   -1.014   -0.014   0.990    -0.022   0.024    0.036   


82.546   -0.999   0.009    1.005    0.001    -0.006   -0.009  


82.594   -0.981   0.034    1.020    0.026    -0.039   -0.060  


82.641   -0.959   0.059    1.032    0.051    -0.073   -0.109  


82.683   -0.937   0.080    1.041    0.073    -0.104   -0.153  


82.721   -0.916   0.099    1.047    0.092    -0.132   -0.191  


82.755   -0.894   0.115    1.052    0.109    -0.158   -0.225  


82.788   -0.871   0.131    1.056    0.126    -0.185   -0.257  


82.820   -0.847   0.145    1.058    0.142    -0.211   -0.287  


82.850   -0.822   0.157    1.060    0.157    -0.237   -0.314  


82.880   -0.798   0.168    1.061    0.171    -0.263   -0.339  


82.908   -0.772   0.177    1.061    0.185    -0.289   -0.362  


82.935   -0.747   0.185    1.061    0.198    -0.314   -0.383  


82.959   -0.723   0.192    1.060    0.209    -0.337   -0.401  


82.981   -0.701   0.196    1.059    0.220    -0.359   -0.416  


83.004   -0.678   0.200    1.058    0.230    -0.380   -0.430  


83.025   -0.655   0.203    1.056    0.240    -0.401   -0.443  


83.045   -0.633   0.205    1.054    0.249    -0.421   -0.454  


83.064   -0.612   0.206    1.053    0.258    -0.441   -0.464  


83.083   -0.591   0.207    1.050    0.266    -0.460   -0.473  


83.101   -0.570   0.207    1.048    0.275    -0.478   -0.481  


83.119   -0.549   0.206    1.045    0.283    -0.496   -0.488  


83.137   -0.528   0.204    1.043    0.291    -0.515   -0.495  


83.156   -0.506   0.202    1.040    0.299    -0.533   -0.500  


83.175   -0.484   0.199    1.036    0.307    -0.552   -0.506  


83.194   -0.461   0.195    1.032    0.315    -0.571   -0.510  


83.214   -0.437   0.190    1.028    0.324    -0.591   -0.514  


83.235   -0.413   0.184    1.024    0.333    -0.611   -0.517  


83.256   -0.388   0.177    1.019    0.342    -0.631   -0.519  


83.278   -0.362   0.170    1.013    0.351    -0.651   -0.521  


83.301   -0.335   0.161    1.007    0.360    -0.672   -0.521  


83.324   -0.307   0.151    1.000    0.370    -0.693   -0.521  


83.350   -0.278   0.139    0.992    0.380    -0.714   -0.520  


83.378   -0.245   0.126    0.983    0.391    -0.738   -0.517  


83.409   -0.210   0.110    0.972    0.404    -0.762   -0.513  


83.442   -0.172   0.092    0.959    0.416    -0.787   -0.508  


83.476   -0.134   0.073    0.945    0.429    -0.811   -0.501  


83.512   -0.094   0.051    0.929    0.441    -0.835   -0.493  


83.550   -0.051   0.028    0.910    0.454    -0.859   -0.482  


83.591   -0.005   0.003    0.888    0.468    -0.884   -0.470  


83.637   0.046    -0.025   0.862    0.481    -0.908   -0.456  


83.684   0.099    -0.054   0.832    0.494    -0.931   -0.440  


83.728   0.148    -0.080   0.803    0.504    -0.950   -0.424  


83.768   0.193    -0.102   0.774    0.511    -0.966   -0.409  


83.806   0.237    -0.122   0.743    0.517    -0.980   -0.394  


83.843   0.280    -0.140   0.713    0.520    -0.993   -0.380  


83.875   0.316    -0.154   0.686    0.521    -1.002   -0.367  


83.902   0.349    -0.166   0.661    0.521    -1.010   -0.356  


83.928   0.379    -0.175   0.638    0.520    -1.017   -0.345  


83.952   0.408    -0.183   0.615    0.517    -1.023   -0.335  


83.976   0.436    -0.190   0.592    0.514    -1.028   -0.324  


83.999   0.463    -0.195   0.569    0.510    -1.033   -0.315  


84.021   0.489    -0.199   0.548    0.504    -1.037   -0.305  


84.042   0.514    -0.203   0.527    0.498    -1.041   -0.296  


84.062   0.538    -0.205   0.506    0.492    -1.044   -0.287  


84.082   0.560    -0.206   0.487    0.485    -1.047   -0.278  


84.101   0.582    -0.207   0.468    0.477    -1.049   -0.270  


84.119   0.603    -0.207   0.449    0.468    -1.052   -0.262  


84.137   0.623    -0.206   0.431    0.459    -1.054   -0.253  


84.156   0.643    -0.204   0.412    0.449    -1.055   -0.245  


84.175   0.664    -0.202   0.393    0.438    -1.057   -0.236  


84.194   0.684    -0.199   0.374    0.427    -1.058   -0.227  


84.214   0.705    -0.196   0.355    0.413    -1.059   -0.218  


84.235   0.726    -0.191   0.334    0.399    -1.060   -0.208  


84.257   0.747    -0.185   0.313    0.383    -1.061   -0.198  


84.281   0.770    -0.178   0.292    0.365    -1.061   -0.186  


84.306   0.792    -0.170   0.269    0.344    -1.061   -0.174  


84.332   0.815    -0.160   0.245    0.322    -1.060   -0.161  


84.360   0.837    -0.150   0.222    0.298    -1.059   -0.148  


84.387   0.859    -0.138   0.198    0.272    -1.057   -0.134  


84.415   0.879    -0.125   0.175    0.245    -1.055   -0.120  


84.444   0.899    -0.112   0.152    0.217    -1.051   -0.105  


84.474   0.918    -0.097   0.129    0.187    -1.047   -0.090  


84.506   0.936    -0.081   0.105    0.155    -1.041   -0.074  


84.539   0.954    -0.064   0.081    0.121    -1.035   -0.056  


84.575   0.971    -0.046   0.055    0.083    -1.026   -0.037  


84.614   0.988    -0.025   0.028    0.042    -1.015   -0.017  


84.657   1.004    -0.002   -0.002   -0.004   -1.001   0.006   


84.706   1.019    0.023    -0.036   -0.055   -0.983   0.032   


84.757   1.032    0.050    -0.072   -0.108   -0.960   0.058   


84.800   1.041    0.073    -0.104   -0.154   -0.937   0.081   


84.839   1.048    0.093    -0.133   -0.193   -0.915   0.100   


84.873   1.052    0.110    -0.160   -0.227   -0.892   0.117   


84.908   1.056    0.128    -0.188   -0.260   -0.868   0.132   


84.940   1.059    0.144    -0.215   -0.290   -0.844   0.146   


84.971   1.060    0.159    -0.242   -0.318   -0.819   0.159   


85.001   1.061    0.174    -0.268   -0.344   -0.793   0.170   


85.030   1.061    0.188    -0.295   -0.367   -0.767   0.179   


85.057   1.061    0.201    -0.320   -0.388   -0.741   0.187   


85.082   1.060    0.212    -0.343   -0.405   -0.717   0.193   


85.104   1.059    0.223    -0.365   -0.421   -0.694   0.198   


85.127   1.057    0.233    -0.387   -0.435   -0.670   0.201   


85.148   1.056    0.243    -0.408   -0.447   -0.647   0.204   


85.168   1.054    0.252    -0.429   -0.458   -0.625   0.206   


85.188   1.052    0.261    -0.448   -0.468   -0.603   0.207   


85.207   1.049    0.270    -0.468   -0.477   -0.582   0.207   


85.225   1.047    0.278    -0.486   -0.484   -0.561   0.206   


85.244   1.044    0.286    -0.505   -0.491   -0.539   0.205   


85.263   1.041    0.295    -0.524   -0.498   -0.517   0.203   


85.282   1.038    0.303    -0.543   -0.503   -0.495   0.200   


85.302   1.034    0.312    -0.563   -0.508   -0.471   0.196   


85.322   1.030    0.321    -0.583   -0.512   -0.447   0.192   


85.343   1.025    0.329    -0.603   -0.516   -0.422   0.186   


85.365   1.020    0.339    -0.624   -0.518   -0.397   0.180   


85.387   1.015    0.348    -0.644   -0.520   -0.371   0.172   


85.410   1.009    0.357    -0.665   -0.521   -0.344   0.164   


85.434   1.002    0.367    -0.687   -0.521   -0.316   0.154   


85.459   0.994    0.378    -0.709   -0.520   -0.286   0.143   


85.487   0.985    0.389    -0.732   -0.518   -0.253   0.129   


85.519   0.974    0.401    -0.757   -0.514   -0.217   0.113   


85.552   0.962    0.414    -0.782   -0.509   -0.179   0.095   


85.587   0.947    0.427    -0.807   -0.502   -0.140   0.076   


85.623   0.931    0.440    -0.832   -0.494   -0.099   0.054   


85.662   0.912    0.453    -0.857   -0.484   -0.055   0.031   


85.704   0.890    0.467    -0.882   -0.471   -0.009   0.005   


85.750   0.864    0.480    -0.906   -0.457   0.043    -0.024  


85.799   0.833    0.493    -0.930   -0.440   0.097    -0.053  


85.844   0.803    0.504    -0.950   -0.424   0.147    -0.079  


85.885   0.773    0.511    -0.966   -0.409   0.194    -0.102  


85.925   0.742    0.517    -0.981   -0.393   0.239    -0.123  


85.963   0.710    0.520    -0.994   -0.378   0.283    -0.142  


85.995   0.683    0.521    -1.003   -0.365   0.320    -0.156  


86.023   0.658    0.521    -1.011   -0.354   0.354    -0.167  


86.048   0.634    0.519    -1.018   -0.343   0.384    -0.176  


86.074   0.610    0.517    -1.024   -0.332   0.414    -0.184  


86.098   0.586    0.513    -1.029   -0.322   0.443    -0.191  


86.121   0.564    0.508    -1.034   -0.312   0.470    -0.196  


86.144   0.541    0.503    -1.038   -0.302   0.497    -0.200  


86.165   0.520    0.496    -1.042   -0.293   0.522    -0.203  


86.186   0.499    0.489    -1.045   -0.284   0.546    -0.205  


86.206   0.479    0.482    -1.048   -0.275   0.569    -0.207  


86.225   0.460    0.473    -1.050   -0.266   0.590    -0.207  


86.244   0.441    0.464    -1.053   -0.258   0.612    -0.206  


86.262   0.422    0.455    -1.054   -0.249   0.633    -0.205  


86.282   0.403    0.444    -1.056   -0.241   0.653    -0.203  


86.301   0.383    0.432    -1.058   -0.231   0.674    -0.201  


86.322   0.363    0.419    -1.059   -0.222   0.696    -0.197  


86.343   0.343    0.405    -1.060   -0.212   0.717    -0.193  


86.365   0.322    0.389    -1.061   -0.202   0.739    -0.188  


86.388   0.300    0.371    -1.061   -0.191   0.761    -0.181  


86.413   0.277    0.351    -1.061   -0.178   0.785    -0.173  


86.441   0.252    0.329    -1.061   -0.165   0.808    -0.163  


86.468   0.228    0.304    -1.059   -0.152   0.831    -0.153  


86.497   0.204    0.279    -1.058   -0.138   0.854    -0.141  


86.525   0.180    0.251    -1.055   -0.123   0.875    -0.128  


86.555   0.157    0.223    -1.052   -0.108   0.895    -0.115  


86.586   0.133    0.192    -1.048   -0.093   0.915    -0.100  


86.618   0.109    0.160    -1.042   -0.076   0.934    -0.084  


86.652   0.084    0.125    -1.036   -0.058   0.952    -0.066  


86.688   0.057    0.087    -1.027   -0.039   0.970    -0.047  


86.728   0.029    0.045    -1.016   -0.018   0.987    -0.026  


86.772   -0.001   -0.002   -1.002   0.005    1.003    -0.003  


86.822   -0.036   -0.054   -0.983   0.031    1.019    0.023   


86.874   -0.073   -0.110   -0.959   0.059    1.032    0.051   


86.919   -0.106   -0.156   -0.936   0.082    1.042    0.074   


86.958   -0.136   -0.196   -0.913   0.101    1.048    0.094   


86.994   -0.164   -0.231   -0.889   0.119    1.053    0.113   


87.029   -0.192   -0.265   -0.865   0.134    1.056    0.130   


87.062   -0.220   -0.296   -0.839   0.149    1.059    0.147   


87.094   -0.247   -0.324   -0.813   0.161    1.060    0.162   


87.125   -0.275   -0.350   -0.786   0.172    1.061    0.177   


87.155   -0.302   -0.373   -0.759   0.182    1.061    0.192   


87.182   -0.328   -0.394   -0.733   0.189    1.061    0.205   


87.206   -0.351   -0.411   -0.708   0.195    1.060    0.216   


87.230   -0.375   -0.427   -0.684   0.199    1.058    0.227   


87.252   -0.396   -0.440   -0.661   0.203    1.057    0.237   


87.273   -0.417   -0.452   -0.638   0.205    1.055    0.247   


87.294   -0.438   -0.463   -0.615   0.206    1.053    0.257   


87.314   -0.458   -0.472   -0.593   0.207    1.051    0.266   


87.333   -0.477   -0.481   -0.571   0.207    1.048    0.274   


87.352   -0.497   -0.488   -0.549   0.206    1.045    0.283   


87.371   -0.516   -0.495   -0.526   0.204    1.042    0.291   


87.391   -0.536   -0.501   -0.503   0.201    1.039    0.300   


87.411   -0.556   -0.506   -0.480   0.198    1.035    0.309   


87.432   -0.576   -0.511   -0.455   0.193    1.031    0.318   


87.453   -0.597   -0.515   -0.430   0.188    1.027    0.327   


87.475   -0.618   -0.518   -0.404   0.182    1.022    0.336   


87.498   -0.639   -0.520   -0.377   0.174    1.016    0.346   


87.521   -0.661   -0.521   -0.349   0.166    1.010    0.355   


87.546   -0.683   -0.521   -0.321   0.156    1.003    0.365   


87.572   -0.705   -0.520   -0.290   0.144    0.995    0.376   


87.600   -0.729   -0.518   -0.257   0.131    0.986    0.387   


87.632   -0.755   -0.515   -0.220   0.115    0.975    0.400   


87.666   -0.781   -0.509   -0.182   0.097    0.962    0.413   


87.702   -0.807   -0.502   -0.141   0.076    0.948    0.426   


87.739   -0.832   -0.494   -0.099   0.054    0.931    0.440   


87.780   -0.857   -0.483   -0.054   0.030    0.912    0.453   


87.823   -0.883   -0.471   -0.006   0.003    0.889    0.467   


87.871   -0.908   -0.456   0.047    -0.026   0.861    0.482   


87.921   -0.933   -0.438   0.103    -0.056   0.830    0.495   


87.967   -0.953   -0.422   0.155    -0.083   0.798    0.505   


88.009   -0.969   -0.406   0.202    -0.106   0.767    0.512   


88.049   -0.984   -0.390   0.249    -0.127   0.735    0.518   


88.086   -0.996   -0.376   0.291    -0.145   0.705    0.520   


88.118   -1.005   -0.363   0.328    -0.159   0.677    0.521   


88.146   -1.013   -0.351   0.362    -0.170   0.651    0.521   


88.172   -1.020   -0.340   0.393    -0.179   0.627    0.519   


88.198   -1.026   -0.329   0.423    -0.187   0.602    0.516   


88.223   -1.031   -0.319   0.453    -0.193   0.578    0.511   


88.247   -1.036   -0.308   0.481    -0.198   0.555    0.506   


88.269   -1.040   -0.298   0.508    -0.202   0.532    0.500   


88.291   -1.043   -0.289   0.533    -0.204   0.510    0.493   


88.312   -1.046   -0.279   0.557    -0.206   0.489    0.486   


88.332   -1.049   -0.270   0.580    -0.207   0.469    0.477   


88.352   -1.052   -0.262   0.602    -0.207   0.449    0.468   


88.371   -1.054   -0.253   0.624    -0.206   0.430    0.459   


88.391   -1.056   -0.244   0.646    -0.204   0.410    0.448   


88.411   -1.057   -0.235   0.667    -0.202   0.390    0.436   


88.432   -1.059   -0.225   0.689    -0.198   0.369    0.423   


88.453   -1.060   -0.215   0.711    -0.194   0.348    0.409   


88.476   -1.061   -0.204   0.734    -0.189   0.327    0.393   


88.500   -1.061   -0.193   0.757    -0.182   0.304    0.375   


88.525   -1.061   -0.181   0.780    -0.174   0.281    0.355   


88.553   -1.061   -0.167   0.805    -0.165   0.256    0.332   


88.582   -1.060   -0.153   0.829    -0.154   0.231    0.307   


88.611   -1.058   -0.139   0.852    -0.142   0.206    0.280   


88.641   -1.055   -0.124   0.874    -0.129   0.181    0.252   


88.671   -1.052   -0.108   0.895    -0.115   0.157    0.223   


88.703   -1.048   -0.092   0.915    -0.099   0.132    0.191   


88.736   -1.042   -0.075   0.935    -0.083   0.107    0.158   


88.771   -1.035   -0.057   0.954    -0.065   0.081    0.121   


88.809   -1.026   -0.037   0.972    -0.045   0.054    0.082   


88.851   -1.014   -0.015   0.989    -0.023   0.025    0.038   


88.897   -0.999   0.010    1.006    0.001    -0.007   -0.011  


88.949   -0.978   0.037    1.022    0.029    -0.043   -0.066  


89.000   -0.955   0.064    1.034    0.056    -0.080   -0.119  


89.044   -0.930   0.087    1.043    0.079    -0.113   -0.165  


89.084   -0.906   0.106    1.050    0.099    -0.143   -0.206  


89.121   -0.882   0.123    1.054    0.118    -0.172   -0.241  


89.156   -0.857   0.139    1.057    0.136    -0.201   -0.275  


89.190   -0.830   0.153    1.060    0.153    -0.230   -0.306  


89.223   -0.803   0.166    1.061    0.168    -0.258   -0.334  


89.254   -0.775   0.177    1.061    0.184    -0.287   -0.360  


89.284   -0.747   0.185    1.061    0.198    -0.314   -0.383  


89.310   -0.721   0.192    1.060    0.210    -0.339   -0.402  


89.335   -0.696   0.197    1.059    0.222    -0.363   -0.419  


89.359   -0.671   0.201    1.057    0.233    -0.387   -0.434  


89.382   -0.646   0.204    1.056    0.244    -0.409   -0.448  


89.404   -0.622   0.206    1.054    0.254    -0.431   -0.460  


89.424   -0.599   0.207    1.051    0.263    -0.452   -0.470  


89.445   -0.576   0.207    1.049    0.272    -0.473   -0.479  


89.465   -0.553   0.206    1.046    0.281    -0.493   -0.487  


89.485   -0.530   0.204    1.043    0.290    -0.513   -0.494  


89.505   -0.506   0.202    1.040    0.299    -0.533   -0.500  


89.526   -0.482   0.198    1.036    0.308    -0.554   -0.506  


89.547   -0.457   0.194    1.032    0.317    -0.575   -0.511  


89.569   -0.430   0.188    1.027    0.327    -0.597   -0.515  


89.592   -0.403   0.182    1.022    0.336    -0.618   -0.518  


89.615   -0.376   0.174    1.016    0.346    -0.640   -0.520  


89.640   -0.347   0.165    1.010    0.356    -0.663   -0.521  


89.665   -0.317   0.155    1.002    0.367    -0.685   -0.521  


89.692   -0.285   0.143    0.994    0.378    -0.709   -0.520  


89.722   -0.251   0.128    0.984    0.390    -0.734   -0.518  


89.756   -0.212   0.111    0.973    0.403    -0.760   -0.514  


89.791   -0.172   0.092    0.959    0.416    -0.787   -0.508  


89.829   -0.129   0.070    0.943    0.430    -0.814   -0.500  


89.868   -0.085   0.047    0.925    0.444    -0.840   -0.491  


89.911   -0.038   0.021    0.904    0.458    -0.866   -0.479  


89.957   0.014    -0.008   0.879    0.473    -0.893   -0.465  


90.008   0.070    -0.039   0.849    0.487    -0.919   -0.449  


90.060   0.129    -0.070   0.814    0.500    -0.943   -0.430  


90.106   0.181    -0.096   0.781    0.509    -0.962   -0.413  


90.148   0.228    -0.118   0.749    0.516    -0.978   -0.397  


90.189   0.275    -0.139   0.716    0.520    -0.991   -0.381  


90.223   0.316    -0.154   0.686    0.521    -1.002   -0.367  


90.254   0.352    -0.167   0.659    0.521    -1.011   -0.354  


90.282   0.385    -0.177   0.633    0.519    -1.018   -0.343  


90.309   0.417    -0.185   0.607    0.516    -1.024   -0.331  


90.335   0.448    -0.192   0.582    0.512    -1.030   -0.320  


90.360   0.478    -0.197   0.557    0.507    -1.035   -0.309  


90.384   0.506    -0.202   0.534    0.501    -1.039   -0.299  


90.407   0.532    -0.204   0.511    0.493    -1.043   -0.289  


90.429   0.558    -0.206   0.489    0.485    -1.047   -0.279  


90.450   0.582    -0.207   0.468    0.477    -1.049   -0.270  


90.470   0.605    -0.207   0.447    0.467    -1.052   -0.261  


90.491   0.627    -0.206   0.427    0.457    -1.054   -0.251  


90.511   0.650    -0.204   0.406    0.446    -1.056   -0.242  


90.532   0.672    -0.201   0.385    0.433    -1.058   -0.232  
